Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,NHS Rotherham CCG,12/31/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,ROCHE ABBEY CARE HOME,34991285,"2,901.09"
Department of Health,NHS Rotherham CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,34819742,"2,960,731.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ROTHERHAM HOSPICE TRUST (THE),34991235,"1,092,774.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Cont Care-Interim Funding(Pre Panel),FUNDED NURSING CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,35057397,"1,500,000.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,35057398,"2,000,000.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,35057399,"1,000,000.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,34819746,"16,258,504.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,34819747,"3,329,934.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,34819743,"198,638.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,34819744,"57,294.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,34819745,"2,224,428.00"
Department of Health,NHS Rotherham CCG,12/31/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPAMEDICA LTD,35087080,"104,833.31"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893448,-412.94
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893448,-466.91
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893448,"-6,191.76"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893448,"-2,438.91"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893448,-68.66
Department of Health,NHS Rotherham CCG,12/31/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893448,"-9,468.29"
Department of Health,NHS Rotherham CCG,12/31/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893448,"-10,179.84"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893449,"129,946.59"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,34893449,"6,141.89"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893449,19.7
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893449,"4,881.98"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893449,993.7
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893449,993.65
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893449,"1,251.37"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34893449,"13,153.85"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,35097814,"20,102.92"
Department of Health,NHS Rotherham CCG,12/31/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,35097814,"5,038.10"
Department of Health,NHS Rotherham CCG,12/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,34819748,"1,015,342.00"
,,,,,,,"36,696,056.57"
