Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Net Amount,AP Amount,Tax Code Description,Purchase invoice number,URL
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,RED HOUSE SURGERY,30249461,"2,059.00","2,059.00",OUTSIDE SCOPE,BU000026115,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,RED HOUSE SURGERY,30249461,"4,666.60","4,666.60",OUTSIDE SCOPE,BU000026115,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RED HOUSE SURGERY,30249461,"10,656.14","10,656.14",OUTSIDE SCOPE,BU000026115,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PURBECK HEALTH CENTRE,30249463,"2,319.08","2,319.08",OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PURBECK HEALTH CENTRE,30249463,"44,667.06","44,667.06",OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,PURBECK HEALTH CENTRE,30249463,"3,253.55","3,253.55",OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PURBECK HEALTH CENTRE,30249463,898.26,898.26,OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PURBECK HEALTH CENTRE,30249463,250,250,OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,PURBECK HEALTH CENTRE,30249463,"2,708.33","2,708.33",OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PURBECK HEALTH CENTRE,30249463,187,187,OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PURBECK HEALTH CENTRE,30249463,622.77,622.77,OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PURBECK HEALTH CENTRE,30249463,"4,113.46","4,113.46",OUTSIDE SCOPE,BU000026117,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOVEREIGN MEDICAL CENTRE,30249465,"10,591.31","10,591.31",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"1,540.00","1,540.00",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"1,016.37","1,016.37",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"73,953.63","73,953.63",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"1,487.50","1,487.50",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"2,855.86","2,855.86",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"5,661.33","5,661.33",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"1,422.00","1,422.00",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"2,071.83","2,071.83",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOVEREIGN MEDICAL CENTRE,30249465,"6,974.78","6,974.78",OUTSIDE SCOPE,BU000026119,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,STONEDEAN PRACTICE,30249467,"4,535.12","4,535.12",OUTSIDE SCOPE,BU000026121,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STONEDEAN PRACTICE,30249467,795.37,795.37,OUTSIDE SCOPE,BU000026121,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STONEDEAN PRACTICE,30249467,"50,244.51","50,244.51",OUTSIDE SCOPE,BU000026121,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STONEDEAN PRACTICE,30249467,"1,063.09","1,063.09",OUTSIDE SCOPE,BU000026121,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,STONEDEAN PRACTICE,30249467,"1,280.98","1,280.98",OUTSIDE SCOPE,BU000026121,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,STONEDEAN PRACTICE,30249467,360,360,OUTSIDE SCOPE,BU000026121,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,STONEDEAN PRACTICE,30249467,941.4,941.4,OUTSIDE SCOPE,BU000026121,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STONEDEAN PRACTICE,30249467,"4,954.50","4,954.50",OUTSIDE SCOPE,BU000026121,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,STONY MEDICAL CENTRE,30249469,"19,072.91","19,072.91",OUTSIDE SCOPE,BU000026123,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STONY MEDICAL CENTRE,30249469,420,420,OUTSIDE SCOPE,BU000026123,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STONY MEDICAL CENTRE,30249469,"1,590.81","1,590.81",OUTSIDE SCOPE,BU000026123,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STONY MEDICAL CENTRE,30249469,"84,718.21","84,718.21",OUTSIDE SCOPE,BU000026123,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STONY MEDICAL CENTRE,30249469,"1,705.33","1,705.33",OUTSIDE SCOPE,BU000026123,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,STONY MEDICAL CENTRE,30249469,"1,643.18","1,643.18",OUTSIDE SCOPE,BU000026123,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,STONY MEDICAL CENTRE,30249469,"3,449.51","3,449.51",OUTSIDE SCOPE,BU000026123,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STONY MEDICAL CENTRE,30249469,"7,516.51","7,516.51",OUTSIDE SCOPE,BU000026123,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WESTCROFT HEALTH CENTRE,30249471,"1,937.38","1,937.38",OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WESTCROFT HEALTH CENTRE,30249471,"2,607.11","2,607.11",OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WESTCROFT HEALTH CENTRE,30249471,"76,603.77","76,603.77",OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,WESTCROFT HEALTH CENTRE,30249471,"1,570.96","1,570.96",OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTCROFT HEALTH CENTRE,30249471,"1,531.04","1,531.04",OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WESTCROFT HEALTH CENTRE,30249471,432.01,432.01,OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WESTCROFT HEALTH CENTRE,30249471,"2,085.00","2,085.00",OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WESTCROFT HEALTH CENTRE,30249471,349.67,349.67,OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTCROFT HEALTH CENTRE,30249471,"6,073.13","6,073.13",OUTSIDE SCOPE,BU000026125,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,"1,193.13","1,193.13",OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,"57,589.98","57,589.98",OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,"1,482.56","1,482.56",OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,899.57,899.57,OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,138.98,138.98,OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,"3,083.33","3,083.33",OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,81.33,81.33,OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,"1,036.00","1,036.00",OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,"4,244.49","4,244.49",OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,"2,153.72","2,153.72",OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WESTFIELD ROAD SURGERY,30249473,"1,820.97","1,820.97",OUTSIDE SCOPE,BU000026127,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WHADDON MEDICAL CENTRE,30249475,"19,695.53","19,695.53",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,980,980,OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"2,607.10","2,607.10",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"94,570.81","94,570.81",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,624.71,624.71,OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"1,893.20","1,893.20",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"2,855.22","2,855.22",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"42,483.29","42,483.29",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"3,024.00","3,024.00",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"3,932.13","3,932.13",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"10,321.70","10,321.70",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WALNUT TREE HEALTH CENTRE,30249477,"12,298.96","12,298.96",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,795.42,795.42,OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"59,863.47","59,863.47",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"6,129.80","6,129.80",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"1,213.90","1,213.90",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"5,800.00","5,800.00",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"1,588.00","1,588.00",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"2,078.19","2,078.19",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"5,741.04","5,741.04",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WATER EATON HEALTH CENTRE,30249478,516.28,516.28,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,140,140,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,"44,552.17","44,552.17",OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,667.57,667.57,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,824.97,824.97,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,710.02,710.02,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,157.24,157.24,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,"4,363.80","4,363.80",OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WATLING VALE MEDICAL CENTRE,30249480,"12,121.10","12,121.10",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,140,140,OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"1,193.04","1,193.04",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"75,685.81","75,685.81",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"5,033.58","5,033.58",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"1,562.63","1,562.63",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"2,519.69","2,519.69",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"5,625.00","5,625.00",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"1,649.00","1,649.00",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"2,163.92","2,163.92",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"6,659.08","6,659.08",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-4,832.43","-4,832.43",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-2,260.12","-2,260.12",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-1,781.04","-1,781.04",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-8,313.56","-8,313.56",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-9,145.82","-9,145.82",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
