Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,NHS Rotherham CCG,8/31/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489995,"-7,665.29"
Department of Health,NHS Rotherham CCG,8/31/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489995,"-9,738.14"
Department of Health,NHS Rotherham CCG,8/31/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489995,-72
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489996,"129,774.81"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489996,"2,438.91"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489996,993.7
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489996,993.65
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489996,"13,948.39"
Department of Health,NHS Rotherham CCG,8/31/2020,Clinical&Medical-Voluntary Sector,COUNSELLING SERVICES,VOLUNTARY ACTION ROTHERHAM,33515570,"193,925.50"
Department of Health,NHS Rotherham CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,33433095,"1,015,342.00"
,,,,,,,"28,962,315.40"
