Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668357,897.1
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668357,"7,100.09"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668357,"17,242.26"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668357,"11,402.71"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668376,"38,492.46"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668376,32.05
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668376,724.09
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668376,"3,104.17"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668376,"19,508.96"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668376,"10,361.25"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,-289.74
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,"-3,884.40"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,"-15,155.70"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,-42.61
Department of Health,NHS Rotherham CCG,30/06/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,-989.25
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,"-1,187.50"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,"-3,320.33"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,"-4,726.99"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668378,-859.91
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668381,"81,491.66"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668381,"1,260.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668381,"1,514.56"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668381,630.6
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668381,"6,512.50"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668381,"2,023.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668381,"34,382.52"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668381,"23,084.32"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668383,-361.38
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668383,"-10,175.39"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668383,"-10,898.26"
Department of Health,NHS Rotherham CCG,30/06/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668383,-87.6
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668383,"-1,846.50"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668383,"-2,157.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,"67,096.96"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS DES Violent Patients,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,604.17
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,17.27
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,"12,840.67"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,"1,198.60"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,"2,083.33"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,"4,500.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-APMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,593.22
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,840
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,"16,320.96"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,"1,417.50"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668384,"1,509.90"
Department of Health,NHS Rotherham CCG,30/06/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,32758483,759
Department of Health,NHS Rotherham CCG,30/06/2020,Income tax <1Yr,BALANCE SHEET,HMRC,32758483,"56,983.70"
Department of Health,NHS Rotherham CCG,30/06/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,32758483,438
Department of Health,NHS Rotherham CCG,30/06/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,32758483,"42,788.29"
Department of Health,NHS Rotherham CCG,30/06/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,32758483,"31,812.81"
Department of Health,NHS Rotherham CCG,30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,32586353,"27,643.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,-393.75
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,"-5,962.17"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,-51.33
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,"-24,058.14"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,-57.9
Department of Health,NHS Rotherham CCG,30/06/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,"-5,045.76"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,"-1,187.50"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,"-6,994.66"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,"-8,892.21"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672653,"-4,385.59"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,"125,091.45"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,700
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,"2,314.16"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,838
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,"11,987.51"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,"1,185.09"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,"7,326.17"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,"4,480.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,214.9
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,"52,549.39"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672654,"35,692.33"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,"54,776.38"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,"1,120.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,9.33
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,"1,030.56"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,"11,999.94"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,"4,186.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,"4,036.20"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,"25,314.31"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668396,"16,588.11"
Department of Health,NHS Rotherham CCG,30/06/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,MEDEQUIP ASSISTIVE TECHNOLOGY LTD,32579365,"233,646.00"
Department of Health,NHS Rotherham CCG,31/05/2020,Clinical&Medical-Commercial Sector,LEARNING DIFFICULTIES,MOORVILLE RESIDENTIAL,32547098,"28,576.73"
Department of Health,NHS Rotherham CCG,30/06/2020,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,32563616,"50,999.00"
Department of Health,NHS Rotherham CCG,30/06/2020,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,32563622,"105,789.78"
Department of Health,NHS Rotherham CCG,30/06/2020,Oth Travel Costs-Patient Transport,PATIENT TRANSPORT,PREMIER CARE DIRECT LTD,32579328,"47,297.42"
Department of Health,NHS Rotherham CCG,30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,32586350,"2,793,272.00"
Department of Health,NHS Rotherham CCG,30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,32586359,"16,258,504.00"
Department of Health,NHS Rotherham CCG,30/06/2020,Prescribing,PRESCRIBING,ROTHERHAM NHS FOUNDATION TRUST,32676053,"-39,688.75"
Department of Health,NHS Rotherham CCG,30/06/2020,Prescribing,PRESCRIBING,ROTHERHAM NHS FOUNDATION TRUST,32676055,"39,688.75"
Department of Health,NHS Rotherham CCG,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,32508211,"250,000.00"
Department of Health,NHS Rotherham CCG,30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,32586357,"198,638.00"
Department of Health,NHS Rotherham CCG,30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,32586351,"57,294.00"
Department of Health,NHS Rotherham CCG,30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,32586358,"2,224,428.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668388,-468.38
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668388,"-6,196.93"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668388,"-26,178.66"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668388,-68.88
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668388,"-7,307.54"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668388,"-7,699.29"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668390,"130,055.04"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668390,"2,438.91"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668390,993.7
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668390,993.65
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668390,"57,181.19"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668390,"38,865.63"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS DES Imp Online Patient Acc,GP FORWARD VIEW,SUBSTRAKT HEALTH LTD,32563602,"47,437.99"
Department of Health,NHS Rotherham CCG,30/06/2020,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - OTHER,SUBSTRAKT HEALTH LTD,32866610,"27,000.00"
Department of Health,NHS Rotherham CCG,30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,32586356,"1,015,342.00"
,,,,,,,"28,909,712.97"
