Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,NHS Rotherham CCG,30/09/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824796,"-8,130.69"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824797,"129,774.81"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824797,20.49
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824797,"2,438.91"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824797,993.7
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824797,993.65
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824797,"13,153.85"
Department of Health,NHS Rotherham CCG,30/09/2020,Clinical&Medical- Non NHS LES,PRIMARY CARE INVESTMENTS,SWALLOWNEST HEALTH CENTRE,33967240,"28,150.86"
Department of Health,NHS Rotherham CCG,30/09/2020,Computer Hardware Purch,PRIMARY CARE IT,TRUSTMARQUE SOLUTIONS LTD,34070195,"247,950.36"
Department of Health,NHS Rotherham CCG,30/09/2020,Computer Hardware Purch,PRIMARY CARE IT,TRUSTMARQUE SOLUTIONS LTD,34070195,"49,590.07"
Department of Health,NHS Rotherham CCG,30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,33786335,"1,015,342.00"
