Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,26628526,"127,143.53",210815253,4784,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,26628536,"8,392.09",210815253,4785,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,26628536,"10,104.04",210815253,4785,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,26628536,"27,873.36",210815253,4785,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,26593441,420,,HT000040316,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,26593441,"35,922.71",,HT000040316,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,26593441,"8,110.00",,HT000040316,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,26593441,"4,063.10",,HT000040316,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,NCAS/OATS,HOLLY HOUSE HOSPITAL,26372242,"41,078.92",,06K0119,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,26288414,"116,293.00",654945990,H0170030,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,26484573,"161,557.69",654945990,H0170370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,26398756,"117,420.00",746 0751 29,4256978,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Computer Software/License,IT MANAGEMENT TEAM,INSIGHT DIRECT (UK) LTD,26613214,"148,176.00",746 0751 29,PO69002552,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Computer Network Costs,ADHOC BUSINESS,INSIGHT DIRECT (UK) LTD,26643363,"167,855.98",746 0751 29,4309679,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,26643501,"123,975.90",746 0751 29,SO5523478,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Netwrkd assets(Owned)-Cost-Addns,BALANCE SHEET,INSIGHT DIRECT (UK) LTD,26663329,"33,718.80",746 0751 29,4303662,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,External Consultancy Fees,ADHOC BUSINESS,ITS DIGITAL,26667981,"76,260.00",GB801445955,14262,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,External Consultancy Fees,ADHOC BUSINESS,ITS DIGITAL,26667989,"76,260.00",GB801445955,14263,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,26593443,"87,660.80",,HT000040318,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,26593443,"1,384.56",,HT000040318,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,26593443,"1,263.15",,HT000040318,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,26593443,"5,375.00",,HT000040318,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,26593443,"8,114.04",,HT000040318,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"5,320.00",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"102,399.03",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"1,076.88",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"8,003.04",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"3,742.45",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,465.83,,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"10,181.78",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"2,415.70",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"2,949.58",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,711.99,,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26593447,"3,903.24",,HT000040320,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,26616154,"30,590.71",,HT000040624,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,26616154,"5,869.00",,HT000040624,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,26616154,184.8,,HT000040624,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,26244590,"27,092.00",654926800,267514,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"86,957.70",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"2,513.76",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"11,000.00",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"2,770.83",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,252,,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"9,441.94",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"9,346.92",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"1,530.94",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"8,314.11",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"8,245.30",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"1,735.49",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,26618024,"9,674.93",,HT000040322,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-APMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,26216994,"58,000.00",,FSEN0219112,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,26356384,"78,334.14",,HT000040256,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,26356384,"2,660.00",,HT000040256,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,26356384,"5,499.74",,HT000040256,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593450,"-1,410.53",,HT000040323,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593450,-160.29,,HT000040323,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593450,-505.22,,HT000040323,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593450,"-11,773.07",,HT000040323,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593450,"-11,226.96",,HT000040323,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593451,"4,620.00",,HT000040324,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593451,"89,885.02",,HT000040324,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593451,"4,623.53",,HT000040324,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593451,"10,333.33",,HT000040324,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593451,468.51,,HT000040324,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,26593451,"8,324.24",,HT000040324,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394584,"68,621.00",654463720,A0044665,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394589,"68,621.00",654463720,A0046106,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394593,"68,621.00",654463720,A0047161,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394599,"63,484.00",654463720,A0048333,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394602,"63,484.00",654463720,A0048642,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394614,"63,484.00",654463720,A0049275,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394619,"-30,822.00",654463720,B0004515,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394631,"63,484.00",654463720,A0050130,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26394650,"63,484.00",654463720,A0050912,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26442804,"45,096.00",654463720,A0036093,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26442899,"63,484.00",654463720,A0051537,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,26443249,"-74,231.00",654463720,B0004898,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,26288375,"187,914.75",654929007,52994968,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,26593454,"35,643.71",,HT000040326,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,26593454,620.09,,HT000040326,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,26593454,"1,299.84",,HT000040326,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,26593454,72.56,,HT000040326,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,26593454,"2,769.11",,HT000040326,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593455,"-1,372.36",,HT000040327,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593455,-155.95,,HT000040327,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593455,-200.87,,HT000040327,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593455,"-19,005.20",,HT000040327,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593455,"-15,661.74",,HT000040327,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593458,280,,HT000040328,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593458,"77,535.93",,HT000040328,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593458,319.26,,HT000040328,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593458,"1,246.47",,HT000040328,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593458,76.73,,HT000040328,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,26593458,"6,892.92",,HT000040328,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,26227952,"39,728.18",882426016,MS190043,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,26484578,"36,785.07",882426016,MS190292,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,External Data Contracts,STRATEGY & DEVELOPMENT,MEDEANALYTICS,26648401,"36,178.00",,INV14552,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,26288941,"110,801.00",654930128,2000110930,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,26372363,"123,108.05",GB675991080,21833,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,26244601,"370,391.00",654930716,IC0036686,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,26484286,"-57,878.00",654930716,CC0006869,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,26593464,"4,060.00",876631000,HT000040332,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,26593464,"48,867.90",876631000,HT000040332,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,26593464,"3,264.54",876631000,HT000040332,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,26593464,"7,198.00",876631000,HT000040332,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,26593464,650,876631000,HT000040332,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,26593464,115.13,876631000,HT000040332,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,26593464,"5,155.58",876631000,HT000040332,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,26616160,"-66,372.54",876631000,HT000040630,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,26616161,"109,031.52",876631000,HT000040631,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,26616161,"23,639.13",876631000,HT000040631,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,26593461,"72,876.51",,HT000040330,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,26593461,"2,672.39",,HT000040330,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,26593461,162.5,,HT000040330,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,26593461,"1,166.67",,HT000040330,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,26593461,"8,074.10",,HT000040330,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Chrgs from SLA,HUMAN RESOURCES,NHS HERTS VALLEYS CCG,26229439,"92,103.00",,7021201173,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Charges from CCG,PROGRAMME PROJECTS,NHS HERTS VALLEYS CCG,26315305,"41,907.85",,7021201185,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS CCG-Non Contract,Winter Resilience,NHS WEST ESSEX CCG,26244596,"75,851.00",654461726,7022001105,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,26287511,"691,614.00",654946204,54416,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,26593467,"68,952.99",,HT000040334,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,26593467,622.42,,HT000040334,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,26593467,"3,985.73",,HT000040334,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,26593467,"7,445.84",,HT000040334,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,26593467,63.11,,HT000040334,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,26593467,"7,179.38",,HT000040334,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,560,,HT000040336,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,"35,956.08",,HT000040336,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,762.23,,HT000040336,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,853,,HT000040336,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,"7,562.50",,HT000040336,,
