Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,33666982,140,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049629
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,33666982,"108,729.23",C&M-GMS Global Sum,HT000049629
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,33666982,"6,615.12",C&M-GMS PCO Doctors Ret Scheme,HT000049629
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,33666982,"7,640.33",C&M-GMS QOF Aspiration,HT000049629
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),33424790,"5,709,907.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP092026
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,33666986,"68,792.29",C&M-GMS Global Sum,HT000049633
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,33666986,"6,351.15",C&M-GMS QOF Aspiration,HT000049633
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,33666986,326.25,ME-GMS GP Pension EEs Adjustments,HT000049633
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,33666986,323.55,ME-GMS GP Pension ERs Adjustments,HT000049633
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,33666986,732.15,ME-GMS GP Prior Year EEs,HT000049633
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,33501432,"250,000.00",Cont Care- Adult 100% Fully Funded,ENHERTS0820PF
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33666984,140,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049631
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33666984,"91,835.62",C&M-GMS Global Sum,HT000049631
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33666984,"3,307.56",C&M-GMS PCO Doctors Ret Scheme,HT000049631
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33666984,"10,413.88",C&M-GMS QOF Aspiration,HT000049631
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,33424786,"87,497.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP092022
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33424787,"2,351,447.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP092023
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,33424788,"210,518.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP092024
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,33424789,"109,428.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP092025
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,33666988,"58,050.72",C&M-GMS Global Sum,HT000049635
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,33666988,"5,728.24",C&M-GMS QOF Aspiration,HT000049635
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,33666990,"67,421.24",C&M-GMS Global Sum,HT000049637
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,33666990,514.81,C&M-GMS Other FDR Payment,HT000049637
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,33666990,"6,686.77",C&M-GMS QOF Aspiration,HT000049637
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33667011,140,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049659
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33667011,"133,806.65",C&M-GMS Global Sum,HT000049659
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33667011,"19,887.50",C&M-GMS Prem Actual Rent,HT000049659
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33667011,"14,780.16",C&M-GMS QOF Aspiration,HT000049659
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33667011,101.25,ME-GMS GP Pension EEs Adjustments,HT000049659
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33667011,107.85,ME-GMS GP Pension ERs Adjustments,HT000049659
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33683246,-685.96,ME - GMS TPS Added Years Adj EEs,HT000049658
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33683246,-20.37,ME-GMS GP Pension AVCs,HT000049658
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33683246,"-10,803.75",ME-GMS GP Pension EEs,HT000049658
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33683246,"-2,450.76",ME-GMS GP Pension EEs Adjustments,HT000049658
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33683246,"-14,284.14",ME-GMS GP Pension ERs Adjustments,HT000049658
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,33485773,"70,059.42",C&M-APMS Contract Value,HT000049552
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,33485773,"1,255.43",C&M-APMS DES Minor Surgery,HT000049552
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,33485773,"1,400.00",C&M-PMS DES Learn Dsblty Hlth Chk,HT000049552
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,33485773,"4,131.59",C&M-PMS QOF Aspiration,HT000049552
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,33666996,"1,260.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000049643
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,33666996,"42,970.23",C&M-GMS Global Sum,HT000049643
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,33666996,"3,881.94",C&M-GMS QOF Aspiration,HT000049643
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33666997,-678.75,ME - GMS TPS Added Years Adj EEs,HT000049644
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33666997,"-18,559.22",ME-GMS GP Pension EEs,HT000049644
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33666997,"-19,188.77",ME-GMS GP Pension ERs Adjustments,HT000049644
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33666998,"241,882.79",C&M-GMS Global Sum,HT000049645
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33666998,"23,819.09",C&M-GMS QOF Aspiration,HT000049645
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33666994,700,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049641
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33666994,"73,996.31",C&M-GMS Global Sum,HT000049641
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33666994,603.57,C&M-GMS Prem Healthcentre Rent,HT000049641
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33666994,"6,133.80",C&M-GMS Prem Notional Rent,HT000049641
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33666994,467.66,C&M-GMS Prem Water Rates,HT000049641
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33666994,"7,770.19",C&M-GMS QOF Aspiration,HT000049641
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666991,"-2,890.38",ME - GMS GP Prior Year ERs,HT000049638
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666991,"-1,081.50",ME - GMS TPS Added Years Adj EEs,HT000049638
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666991,"-10,283.44",ME-GMS GP Pension EEs,HT000049638
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666991,-837,ME-GMS GP Pension EEs Adjustments,HT000049638
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666991,"-11,009.12",ME-GMS GP Pension ERs Adjustments,HT000049638
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666991,"-1,869.30",ME-GMS GP Prior Year EEs,HT000049638
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,140,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,"91,027.34",C&M-GMS Global Sum,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,153.84,C&M-GMS PCO Doctors Ret Scheme,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,"39,000.00",C&M-GMS Prem Actual Rent,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,162.41,C&M-GMS Prem Water Rates,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,"10,168.33",C&M-GMS QOF Aspiration,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,588.62,ME - GMS GP Prior Year ERs,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,278.33,ME-GMS GP Prior Year AVCs,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33666992,"1,044.99",ME-GMS GP Prior Year EEs,HT000049639
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,33667000,"32,059.35",C&M-GMS Global Sum,HT000049647
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,33667000,"2,976.45",C&M-GMS QOF Aspiration,HT000049647
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,33424791,"767,205.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP092027
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33667004,"109,293.49",C&M-GMS Global Sum,HT000049651
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33667004,"1,230.72",C&M-GMS PCO Doctors Ret Scheme,HT000049651
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33667004,"8,158.00",C&M-GMS PCO Other,HT000049651
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33667004,"13,462.50",C&M-GMS Prem Actual Rent,HT000049651
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33667004,"28,446.64",C&M-GMS Prem Rates,HT000049651
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33667004,"10,175.43",C&M-GMS QOF Aspiration,HT000049651
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,33667006,"71,872.68",C&M-GMS Global Sum,HT000049653
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,33667006,"1,028.80",C&M-GMS Other FDR Payment,HT000049653
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,33667006,"7,560.81",C&M-GMS QOF Aspiration,HT000049653
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33667008,"37,724.15",C&M-GMS Global Sum,HT000049655
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33667008,"3,431.16",C&M-GMS QOF Aspiration,HT000049655
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,33685533,"-68,748.93",C&M-GMS Cost of Drugs -Dispensing,HT000049914
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33685533,"-5,270.40",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000049914
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,33685534,"118,240.81",C&M-GMS Cost of Drugs -Dispensing,HT000049915
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33685534,"19,479.98",C&M-GMS Prof Fees Dispensing,HT000049915
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,33685534,"5,270.40",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000049915
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Computer Software/License,CCG-IT PROGRAMME,WCL UK LTD,33653236,"41,184.00",Computer Software/License,4836
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Computer Software/License,CCG-IT PROGRAMME,WCL UK LTD,33653236,"8,236.80",Computer Software/License,4836
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,33424792,"275,169.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP092028
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,33481504,"134,539.00",Hcare Srv Rec NHS Trust-Prior Year,257850
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,33518028,"-214,491.00",Hcare Srv Rec NHS Trust-Prior Year,26745
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,33519648,"108,349.00",Hcare Srv Rec NHS Trust-Prior Year,267089
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),33424793,"27,528.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP092029
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33667002,"23,687.83",C&M-GMS Global Sum,HT000049649
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33667002,"11,550.00",C&M-GMS Prem Actual Rent,HT000049649
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33667002,"1,875.36",C&M-GMS QOF Aspiration,HT000049649
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,33685531,"39,424.62",C&M-GMS Cost of Drugs -Dispensing,HT000049912
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33685531,"6,803.88",C&M-GMS Prof Fees Dispensing,HT000049912
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,33685531,"1,500.60",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000049912
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care-Physical Disab (<65),CHC AD FULL FUND PERS HLTH BUD,WILSONS SOLICITORS LLP,33553242,"40,320.00",Cont Care-Physical Disab (<65),B26940004
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33667010,"69,351.36",C&M-GMS Global Sum,HT000049657
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33667010,"29,218.50",C&M-GMS Prem Actual Rent,HT000049657
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33667010,"7,381.42",C&M-GMS QOF Aspiration,HT000049657
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33667010,"18,370.38",ME - GMS GP Prior Year ERs,HT000049657
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33667010,"1,284.75",ME-GMS GP Pension EEs Adjustments,HT000049657
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33667010,"1,368.50",ME-GMS GP Pension ERs Adjustments,HT000049657
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33667010,"17,246.25",ME-GMS GP Prior Year EEs,HT000049657
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,33706838,"30,894.25",Cont Care-Funded Nursing Care Allow,WM2007N
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,33706941,600,Cont Care-FNC Client Continence Allow,WM2008N
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,33706941,"30,635.82",Cont Care-Funded Nursing Care Allow,WM2008N
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,33706942,620,Cont Care-FNC Client Continence Allow,WM2006AN
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,33706942,"30,596.34",Cont Care-Funded Nursing Care Allow,WM2006AN
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,33706943,600,Cont Care-FNC Client Continence Allow,WM2009N
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,33706943,"29,952.69",Cont Care-Funded Nursing Care Allow,WM2009N
,,,,,,,,,
