Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Chrgs from SLA,HUMAN RESOURCES,NHS HERTS VALLEYS CCG,32987300,"94,413.00",Chrgs from SLA,7021201487
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,33080461,"49,044.17",Voids and Subsidies,H314205
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Meeting expense/Room Hire,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,33080566,"27,375.00",Meeting expense/Room Hire,H317849
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,33126406,"72,913.34",Voids and Subsidies,H317859
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,33390994,"49,044.17",Voids and Subsidies,H332142
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Charges from CCG,PROGRAMME PROJECTS,NHS WEST ESSEX CCG,33154693,"113,854.00",Charges from CCG,7022001571
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33103922,"811,458.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP082021
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33215239,"-53,640.03",Hcare Srv Rec NHS Trust-Prior Year,62095
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care- Retrospective Claims,CHC ADULT FULLY FUNDED,ONE-OFF SUPPLIER,33106188,"27,298.10",Cont Care- Retrospective Claims,107032-09-JUL-2020
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Corporation Tax Payable,BALANCE SHEET,ONE-OFF SUPPLIER,33106188,-429.48,Corporation Tax Payable,107032-09-JUL-2020
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care- Retrospective Claims,CHC ADULT FULLY FUNDED,ONE-OFF SUPPLIER,33339115,"165,500.65",Cont Care- Retrospective Claims,107036-23-JUL-2020
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Corporation Tax Payable,BALANCE SHEET,ONE-OFF SUPPLIER,33339115,"-4,024.44",Corporation Tax Payable,107036-23-JUL-2020
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,NHS Recbles <1Yr- CHC Risk Pool Con,BALANCE SHEET,ONE-OFF SUPPLIER,33339115,"133,451.38",NHS Recbles <1Yr- CHC Risk Pool Con,107036-23-JUL-2020
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33333043,"1,985.15",C&M-GMS DES Minor Surgery,HT000049302
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33333043,"73,312.18",C&M-GMS Global Sum,HT000049302
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33333043,635.42,ME-GMS GP Pension EEs Adjustments,HT000049302
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33333043,730.98,ME-GMS GP Pension ERs Adjustments,HT000049302
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,33333045,773.74,C&M-GMS DES Minor Surgery,HT000049304
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,33333045,"41,188.05",C&M-GMS Global Sum,HT000049304
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,33333045,"2,251.23",C&M-GMS Prem Actual Rent,HT000049304
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,33333045,150,C&M-GMS Prem Healthcentre Rent,HT000049304
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Equitable Funding,REABLEMENT,PEARTREE GROUP PRACTICE,33021763,"31,126.50",C&M-GMS LES Equitable Funding,FSEN07200314
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33333077,"-16,340.81",C&M-GMS Prem Rates,HT000049337
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33333077,"-2,282.25",ME - GMS GP Prior Year ERs,HT000049337
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33333077,"-7,830.19",ME-GMS GP Pension EEs,HT000049337
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33333077,-558,ME-GMS GP Pension EEs Adjustments,HT000049337
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33333077,"-10,628.92",ME-GMS GP Pension ERs Adjustments,HT000049337
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33333077,"-1,476.00",ME-GMS GP Prior Year EEs,HT000049337
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33346290,"4,744.26",C&M-GMS DES Minor Surgery,HT000049338
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33346290,"147,434.21",C&M-GMS Global Sum,HT000049338
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33346290,615.36,C&M-GMS PCO Doctors Ret Scheme,HT000049338
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33346290,246.58,C&M-GMS Prem Healthcentre Rent,HT000049338
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33346290,"1,268.36",C&M-GMS Prem Notional Rent,HT000049338
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33346290,"1,585.53",C&M-GMS Prem Water Rates,HT000049338
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,33333047,"4,919.83",C&M-GMS DES Minor Surgery,HT000049306
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,33333047,"101,452.37",C&M-GMS Global Sum,HT000049306
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,33333047,"16,160.64",C&M-GMS PCO Locum Adop/Pat/Mat,HT000049306
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,33333047,436.48,C&M-GMS QOF Aspiration,HT000049306
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Equitable Funding,REABLEMENT,POTTERELLS MEDICAL CENTRE,33021767,"25,770.00",C&M-GMS LES Equitable Funding,FSEN07200318
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Care of Older People,REABLEMENT,POTTERELLS MEDICAL CENTRE,33024088,"28,213.26",C&M-GMS LES Care of Older People,FSEN07200120
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,33333049,"1,897.73",C&M-GMS DES Minor Surgery,HT000049308
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,33333049,"108,729.23",C&M-GMS Global Sum,HT000049308
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,33333049,195.87,C&M-GMS Prem Water Rates,HT000049308
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),33103935,"5,709,907.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP082026
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,33333053,"3,503.47",C&M-GMS DES Minor Surgery,HT000049312
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,33333053,"68,792.29",C&M-GMS Global Sum,HT000049312
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,33080381,"250,000.00",Cont Care- Adult 100% Fully Funded,ENHERTS0720PF
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,33194788,"-165,062.70",Cont Care- Adult 100% Fully Funded,CRENHERTS04200620
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33333051,"2,248.07",C&M-GMS DES Minor Surgery,HT000049310
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33333051,"91,835.62",C&M-GMS Global Sum,HT000049310
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33333051,692.28,C&M-GMS PCO Doctors Ret Scheme,HT000049310
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33333051,"12,291.13",C&M-GMS PCO Locum Sickness,HT000049310
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33333051,"45,750.00",C&M-GMS Prem Actual Rent,HT000049310
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33333051,180.66,C&M-GMS Prem Water Rates,HT000049310
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,33333051,543.47,C&M-GMS QOF Aspiration,HT000049310
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,33103926,"87,497.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082022
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33103929,"2,351,447.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082023
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33277211,"-316,133.00",Hcare Srv Rec Fdtn Trust-Prior Year,C0024071
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32985752,"28,757.00",Hcare Srv Rec NHS Trust-Prior Year,B0041955
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32985759,"39,652.00",Hcare Srv Rec NHS Trust-Prior Year,B0042157
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32985769,"-48,568.00",Hcare Srv Rec NHS Trust-Prior Year,B0042399
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,33103931,"210,518.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP082024
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,33103933,"109,428.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082025
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,33333055,"1,255.48",C&M-GMS DES Minor Surgery,HT000049314
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,33333055,"58,050.72",C&M-GMS Global Sum,HT000049314
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,33333055,664.27,C&M-GMS Prem Water Rates,HT000049314
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,33333057,"3,707.77",C&M-GMS DES Minor Surgery,HT000049316
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,33333057,"67,421.24",C&M-GMS Global Sum,HT000049316
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,33333057,514.81,C&M-GMS Other FDR Payment,HT000049316
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,33333057,"5,967.00",C&M-GMS PCO Other,HT000049316
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,33333057,"12,300.00",C&M-GMS Prem Actual Rent,HT000049316
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Equitable Funding,REABLEMENT,SOUTH STREET SURGERY,33021772,"30,877.50",C&M-GMS LES Equitable Funding,FSEN07200323
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Care of Older People,REABLEMENT,SOUTH STREET SURGERY,33024098,"32,787.62",C&M-GMS LES Care of Older People,FSEN07200125
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33333076,"9,678.62",C&M-GMS DES Minor Surgery,HT000049336
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33333076,"133,806.65",C&M-GMS Global Sum,HT000049336
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33333076,448.78,C&M-GMS Prem Water Rates,HT000049336
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33333076,213.41,C&M-GMS QOF Aspiration,HT000049336
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33346289,"-19,006.78",C&M-GMS Prem Rates,HT000049335
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33346289,"-11,846.39",ME - GMS GP Prior Year ERs,HT000049335
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33346289,-80.99,ME - GMS TPS Added Years Adj EEs,HT000049335
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33346289,"-7,534.36",ME-GMS GP Pension EEs,HT000049335
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33346289,"-2,475.00",ME-GMS GP Pension EEs Adjustments,HT000049335
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33346289,"-10,737.94",ME-GMS GP Pension ERs Adjustments,HT000049335
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,33346289,"-10,664.29",ME-GMS GP Prior Year EEs,HT000049335
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,33065933,"70,059.42",C&M-APMS Contract Value,HT000049139
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,33065933,"4,131.59",C&M-PMS QOF Aspiration,HT000049139
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,33065933,"3,656.67",ME-PMS GP Pension EEs-PMS,HT000049139
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,33065933,"1,897.38",ME-PMS GP Pension ERs Adjs - PMS,HT000049139
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NCAS/OATS,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33243004,"41,105.30",Hcare Srv Rec Fdtn Trust-Prior Year,6445339
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,REABLEMENT,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33243004,894.77,Hcare Srv Rec Fdtn Trust-Prior Year,6445339
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,33333062,700.64,C&M-GMS DES Minor Surgery,HT000049321
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,33333062,"42,970.23",C&M-GMS Global Sum,HT000049321
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Care of Older People,REABLEMENT,STANMORE MEDICAL GROUP,33024053,"56,590.63",C&M-GMS LES Care of Older People,FSEN07200103
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Care Planning,REABLEMENT,STANMORE MEDICAL GROUP,33024262,"41,201.37",C&M-GMS LES Care Planning,FSEN07200205
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Subj Awaiting CoA App,LOCAL ENHANCED SERVICES,STANMORE MEDICAL GROUP,33297560,"32,038.22",C&M-GMS LES Subj Awaiting CoA App,FSEN07200725
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33333063,-678.75,ME - GMS TPS Added Years Adj EEs,HT000049322
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33333063,"-20,879.69",ME-GMS GP Pension EEs,HT000049322
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33333063,"-22,548.48",ME-GMS GP Pension ERs Adjustments,HT000049322
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33333064,"11,591.15",C&M-GMS DES Minor Surgery,HT000049323
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33333064,"241,882.79",C&M-GMS Global Sum,HT000049323
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33333064,706.07,C&M-GMS Prem Water Rates,HT000049323
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33333064,"1,366.11",ME - GMS GP Prior Year ERs,HT000049323
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,33333064,"1,187.49",ME-GMS GP Prior Year EEs,HT000049323
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33333060,"4,598.50",C&M-GMS DES Minor Surgery,HT000049319
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33333060,"73,996.31",C&M-GMS Global Sum,HT000049319
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33333060,125.61,ME-GMS GP Pension EEs,HT000049319
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,33333060,124.57,ME-GMS GP Pension ERs Adjustments,HT000049319
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33333059,"3,211.85",C&M-GMS DES Minor Surgery,HT000049318
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,33333059,"91,027.34",C&M-GMS Global Sum,HT000049318
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,33333066,321.14,C&M-GMS DES Minor Surgery,HT000049325
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,33333066,"32,059.35",C&M-GMS Global Sum,HT000049325
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,33103938,"767,205.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082027
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Telecoms-Data lines,ADHOC BUSINESS,VIRGIN MEDIA BUSINESS LTD,33261578,"245,334.94",Telecoms-Data lines,931138085
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33333069,"2,262.63",C&M-GMS DES Minor Surgery,HT000049328
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33333069,"109,293.49",C&M-GMS Global Sum,HT000049328
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33333069,"1,230.72",C&M-GMS PCO Doctors Ret Scheme,HT000049328
