Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,35420051,"108,597.71",C&M-GMS Global Sum,HT000052363
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,35420051,"9,216.04",C&M-GMS PCO Locum Adop/Pat/Mat,HT000052363
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),35225554,"5,709,907.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP022122
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420054,"-15,322.39",C&M-GMS Prem Rates,HT000052366
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420054,-230.85,ME - GMS GP Prior Year ERs,HT000052366
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420054,"-2,488.44",ME-GMS GP Pension EEs,HT000052366
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420054,"-2,162.18",ME-GMS GP Pension EEs Adjustments,HT000052366
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420054,"-5,173.09",ME-GMS GP Pension ERs Adjustments,HT000052366
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420054,-201.81,ME-GMS GP Prior Year EEs,HT000052366
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420055,"3,503.47",C&M-GMS DES Minor Surgery,HT000052367
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420055,"69,424.47",C&M-GMS Global Sum,HT000052367
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420055,114.01,C&M-GMS Prem Water Rates,HT000052367
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420055,"4,486.56",ME - GMS GP Prior Year ERs,HT000052367
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420055,"1,666.66",ME-GMS GP Pension EEs Adjustments,HT000052367
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420055,"1,917.34",ME-GMS GP Pension ERs Adjustments,HT000052367
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35420055,"3,900.00",ME-GMS GP Prior Year EEs,HT000052367
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,35227328,"250,000.00",Cont Care- Adult 100% Fully Funded,ENHERTS0121PF
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,35248478,"29,653.71",Cont Care- Adult 100% Fully Funded,829000407
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,35433778,"-113,379.89",Cont Care- Adult 100% Fully Funded,CRENHERTS10201220
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,35420053,"1,120.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000052365
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,35420053,"92,289.59",C&M-GMS Global Sum,HT000052365
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,35420053,"1,384.56",C&M-GMS PCO Doctors Ret Scheme,HT000052365
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,35420053,"1,504.77",C&M-GMS PCO Locum Sickness,HT000052365
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,35420053,"45,750.00",C&M-GMS Prem Actual Rent,HT000052365
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,35420053,16.88,C&M-GMS Prem Water Rates,HT000052365
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,35420053,543.47,C&M-GMS QOF Aspiration,HT000052365
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,35406163,"-63,701.00",Clinical&Medical-Independent Sector,ENHCCGRIVERSIFPRAHCD1920
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,35225550,"87,497.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP022118
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,35225551,"2,351,447.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP022119
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,35225552,"210,518.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP022120
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,35406059,"-36,984.00",Hcare Srv Rec NHS Trust-Prior Year,B0042796
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,35225553,"109,428.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP022121
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCN DES PCN support,GP FORWARD VIEW,SHEPHALL SURGERY,35310360,"34,160.70",C&M-GMS PCN DES PCN support,FSEN01210021
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,35420057,"1,255.48",C&M-GMS DES Minor Surgery,HT000052369
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,35420057,"58,305.58",C&M-GMS Global Sum,HT000052369
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,35420057,"1,382.62",C&M-GMS Prem Water Rates,HT000052369
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,35420059,"3,707.77",C&M-GMS DES Minor Surgery,HT000052371
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,35420059,"67,438.40",C&M-GMS Global Sum,HT000052371
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,35420059,514.81,C&M-GMS Other FDR Payment,HT000052371
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,35420080,"9,678.62",C&M-GMS DES Minor Surgery,HT000052392
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,35420080,"136,514.53",C&M-GMS Global Sum,HT000052392
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,35420080,308.11,C&M-GMS Prem Water Rates,HT000052392
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,35420080,213.41,C&M-GMS QOF Aspiration,HT000052392
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTH STREET SURGERY,35438796,"22,605.53",C&M-GMS Cost of Drugs -Prescribing,HT000052638
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,35438796,"4,496.26",C&M-GMS Prof Fees Prescribing,HT000052638
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,35234569,"-135,118.84",C&M-APMS Contract Value,HT000052226
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-APMS List Size Adjustment,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,35234569,-196.27,C&M-APMS List Size Adjustment,HT000052226
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,35234569,"-5,746.58",C&M-APMS OOH Opt Outs,HT000052226
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,35234569,"-4,807.92",ME-PMS GP Pension EEs-PMS,HT000052226
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,35234569,"-5,212.74",ME-PMS GP Pension ERs Adjs - PMS,HT000052226
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,35234570,"142,125.14",C&M-APMS Contract Value,HT000052227
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,35234570,"5,769.13",C&M-APMS OOH Opt Outs,HT000052227
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,35234570,"4,131.59",C&M-PMS QOF Aspiration,HT000052227
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,35420065,700.64,C&M-GMS DES Minor Surgery,HT000052377
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,35420065,"43,282.43",C&M-GMS Global Sum,HT000052377
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCN DES PCN support,GP FORWARD VIEW,STANMORE MEDICAL GROUP,35310355,"40,122.27",C&M-GMS PCN DES PCN support,FSEN01210020
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420066,-900,C&M-GMS Prem Actual Rent,HT000052378
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420066,-678.75,ME - GMS TPS Added Years Adj EEs,HT000052378
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420066,"-18,838.22",ME-GMS GP Pension EEs,HT000052378
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420066,"-1,305.00",ME-GMS GP Pension EEs Adjustments,HT000052378
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420066,"-21,638.01",ME-GMS GP Pension ERs Adjustments,HT000052378
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420067,"7,000.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000052379
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420067,"6,700.51",C&M-GMS DES Minor Surgery,HT000052379
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420067,"242,528.97",C&M-GMS Global Sum,HT000052379
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420067,465.93,ME - GMS GP Prior Year ERs,HT000052379
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,35420067,302.98,ME-GMS GP Prior Year EEs,HT000052379
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,35420063,"2,014.34",C&M-GMS DES Minor Surgery,HT000052375
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,35420063,"72,798.15",C&M-GMS Global Sum,HT000052375
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,35420063,500.73,C&M-GMS Prem Water Rates,HT000052375
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCN DES PCN support,GP FORWARD VIEW,STORT VALLEY HEALTH CARE LTD,35310371,"40,753.01",C&M-GMS PCN DES PCN support,FSEN01210022
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS LES In House Services,PRC DELEGATED CO-COMMISSIONING,STORT VALLEY HEALTH CARE LTD,35444370,"27,300.00",C&M-GMS LES In House Services,RESP221
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,35420061,"1,120.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000052373
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,35420061,"3,211.85",C&M-GMS DES Minor Surgery,HT000052373
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,35420061,"91,432.49",C&M-GMS Global Sum,HT000052373
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,35420061,174.93,C&M-GMS Prem Water Rates,HT000052373
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,35420069,321.14,C&M-GMS DES Minor Surgery,HT000052381
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,35420069,"32,560.80",C&M-GMS Global Sum,HT000052381
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,35225555,"767,205.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP022123
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Telecoms-Data lines,ADHOC BUSINESS,VIRGIN MEDIA BUSINESS LTD,35447602,"281,941.65",Telecoms-Data lines,932023101
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,35420073,700,C&M-GMS DES Learn Dsblty Hlth Chk,HT000052385
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,35420073,306.53,C&M-GMS DES Minor Surgery,HT000052385
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,35420073,"108,972.29",C&M-GMS Global Sum,HT000052385
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,35420075,"1,094.75",C&M-GMS DES Minor Surgery,HT000052387
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,35420075,"71,591.63",C&M-GMS Global Sum,HT000052387
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,35420075,"1,028.80",C&M-GMS Other FDR Payment,HT000052387
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,35420075,788.08,C&M-GMS QOF Aspiration,HT000052387
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,35420076,"37,858.50",C&M-GMS Global Sum,HT000052388
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,35420076,263.66,C&M-GMS Prem Water Rates,HT000052388
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,35438794,"-63,206.86",C&M-GMS Cost of Drugs -Dispensing,HT000052636
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,35438794,-45.75,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000052636
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,35438795,"126,653.98",C&M-GMS Cost of Drugs -Dispensing,HT000052637
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,35438795,"17,546.18",C&M-GMS Prof Fees Dispensing,HT000052637
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,35438795,45.75,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000052637
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,35225556,"275,169.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP022124
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,WESTGATE HEALTHCARE LTD,35297653,"32,857.14",Cont Care- Adult 100% Fully Funded,ASHBLK012
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,35438792,"42,528.59",C&M-GMS Cost of Drugs -Dispensing,HT000052634
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,35438792,"7,935.96",C&M-GMS Prof Fees Dispensing,HT000052634
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,35438792,"1,592.10",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000052634
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,35420078,875.9,C&M-GMS DES Minor Surgery,HT000052390
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,35420078,"70,033.73",C&M-GMS Global Sum,HT000052390
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,35420078,187.15,C&M-GMS QOF Aspiration,HT000052390
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Computer Software/License,IT MANAGEMENT TEAM,XMA LTD,35303314,"21,075.00",Computer Software/License,KY13432
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Computer Software/License,IT MANAGEMENT TEAM,XMA LTD,35303314,"22,650.00",Computer Software/License,KY13432
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Computer Software/License,IT MANAGEMENT TEAM,XMA LTD,35303314,"8,745.00",Computer Software/License,KY13432
,,,,,,,,,
,,,,,,,"59,571,841.22",,
