Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,34716495,514.81,C&M-GMS Other FDR Payment,HT000051308
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,34716516,"4,340.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000051329
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,34716516,"135,551.73",C&M-GMS Global Sum,HT000051329
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,34716516,"19,887.50",C&M-GMS Prem Actual Rent,HT000051329
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,34716516,213.41,C&M-GMS QOF Aspiration,HT000051329
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,34517328,"70,059.42",C&M-APMS Contract Value,HT000051066
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,34517328,"1,255.43",C&M-APMS DES Minor Surgery,HT000051066
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,34517328,140,C&M-PMS DES Learn Dsblty Hlth Chk,HT000051066
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,34517328,"36,261.12",C&M-PMS PCO Locum Adop/Pat/Mat,HT000051066
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,34517328,"4,131.59",C&M-PMS QOF Aspiration,HT000051066
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,34716501,"43,191.38",C&M-GMS Global Sum,HT000051314
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,34517334,"1,820.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000051070
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,34517334,"23,819.09",C&M-GMS QOF Aspiration,HT000051070
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Practice Transformational Support,LOCAL ENHANCED SERVICES,STANMORE MEDICAL GROUP,34682665,"25,198.60",C&M-GMS Practice Transformational Support,FSEN1120092
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,34716502,-678.75,ME - GMS TPS Added Years Adj EEs,HT000051315
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,34716502,"-18,559.22",ME-GMS GP Pension EEs,HT000051315
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,34716502,"-19,188.77",ME-GMS GP Pension ERs Adjustments,HT000051315
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,34716503,"241,665.19",C&M-GMS Global Sum,HT000051316
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,34716499,"73,505.97",C&M-GMS Global Sum,HT000051312
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,34716497,"90,964.89",C&M-GMS Global Sum,HT000051310
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,34716497,"6,615.12",C&M-GMS PCO Doctors Ret Scheme,HT000051310
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,34716497,"39,529.50",C&M-GMS Prem Actual Rent,HT000051310
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,34716505,"32,279.27",C&M-GMS Global Sum,HT000051318
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,34570206,"767,205.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,34716509,"109,338.55",C&M-GMS Global Sum,HT000051322
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,34716509,"1,538.40",C&M-GMS PCO Doctors Ret Scheme,HT000051322
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,34716509,"13,462.50",C&M-GMS Prem Actual Rent,HT000051322
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,34716511,"71,853.09",C&M-GMS Global Sum,HT000051324
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,34716511,"1,028.80",C&M-GMS Other FDR Payment,HT000051324
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,34716511,601.95,C&M-GMS Prem Water Rates,HT000051324
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,34716511,788.08,C&M-GMS QOF Aspiration,HT000051324
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,34716511,306,ME-GMS GP Pension EEs Adjustments,HT000051324
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,34716511,473.15,ME-GMS GP Pension ERs Adjustments,HT000051324
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,34716511,421.74,ME-GMS GP Prior Year EEs,HT000051324
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,34716512,"37,850.46",C&M-GMS Global Sum,HT000051325
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,34735704,"-54,889.48",C&M-GMS Cost of Drugs -Dispensing,HT000051589
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,34735704,"-3,705.75",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000051589
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,34735705,"117,580.99",C&M-GMS Cost of Drugs -Dispensing,HT000051590
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,34735705,"15,630.56",C&M-GMS Prof Fees Dispensing,HT000051590
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,34735705,"3,705.75",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000051590
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,34570207,"275,169.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Independent Sector,REABLEMENT,WESTGATE HEALTHCARE LTD,34664199,"46,628.12",Clinical&Medical-Independent Sector,WGHIMC001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,34716507,"23,749.97",C&M-GMS Global Sum,HT000051320
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,34716507,"11,550.00",C&M-GMS Prem Actual Rent,HT000051320
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,34735702,"38,022.55",C&M-GMS Cost of Drugs -Dispensing,HT000051587
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,34735702,"6,805.85",C&M-GMS Prof Fees Dispensing,HT000051587
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,34735702,"1,884.90",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000051587
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,WILSONS SOLICITORS LLP,34597611,"53,760.00",Cont Care-Physical Disab (<65),B26940005
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,34716514,"69,127.06",C&M-GMS Global Sum,HT000051327
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,34716514,"29,218.50",C&M-GMS Prem Actual Rent,HT000051327
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,34716514,600.7,C&M-GMS Prem Water Rates,HT000051327
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,34716514,187.15,C&M-GMS QOF Aspiration,HT000051327
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,WYMONDLEY NURSING & CARE HOME LTD,34769768,"8,035.71",Cont Care- Adult 100% Fully Funded,WYADJ16113A
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,WYMONDLEY NURSING & CARE HOME LTD,34769768,"3,225.00",Cont Care- Prior Year Payments,WYADJ16113A
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,WYMONDLEY NURSING & CARE HOME LTD,34769768,"27,000.00",Cont Care-Physical Disab (65+),WYADJ16113A
,,,,,,,,,
,,,,,,,"62,509,625.59",,
